loss,accuracy,val_loss,val_accuracy,time
2.3838465213775635,0.22492559254169464,2.2544877529144287,0.2651785612106323,2.8986434936523438
1.9999663829803467,0.38630953431129456,1.6899577379226685,0.5473214387893677,3.589007616043091
1.3801026344299316,0.7545387148857117,1.0677480697631836,0.8934524059295654,4.278578042984009
0.8438449501991272,0.9561755657196045,0.6371611952781677,0.9651785492897034,4.793684720993042
0.5136228203773499,0.9794642925262451,0.397961288690567,0.9883928298950195,5.393240690231323
0.3295852541923523,0.9899553656578064,0.26430055499076843,0.994940459728241,6.029145240783691
0.22161345183849335,0.9948660731315613,0.17777913808822632,0.993154764175415,6.548058748245239
0.1542317122220993,0.9962053298950195,0.12422800809144974,0.9952380657196045,7.067614793777466
0.10930007696151733,0.9973214268684387,0.0903341993689537,0.9964285492897034,7.718184947967529
0.07990316301584244,0.9978422522544861,0.06570684164762497,0.9964285492897034,8.238829374313354
